,width,height
2138,300,450
2139,258,475
2140,300,420
2141,262,475
2142,300,449
2143,300,406
2144,216,324
2145,300,426
2146,271,475
2147,300,438
2148,300,423
2149,300,438
2150,300,417
2151,300,440
2152,300,444
2153,300,429
2154,263,475
2155,300,434
2156,300,447
2157,300,444
2158,259,475
2159,263,475
2160,300,436
2161,300,460
2162,300,446
2163,300,423
2164,300,429
2165,300,422
2166,300,424
2167,262,475
2168,89,132
2169,300,446
2170,300,429
2171,300,427
2172,300,424
2173,300,443
2174,300,429
2175,300,431
2176,300,427
2177,300,423
2178,300,422
2179,300,450
2180,300,421
2181,300,424
2182,300,436
2183,294,500
2184,300,424
2185,300,427
2186,216,321
2187,300,446
2188,216,322
2189,300,434
2190,300,409
2191,300,423
2192,216,324
2193,300,432
2194,300,444
2195,300,429
2196,300,450
2197,300,444
2198,300,434
2199,300,420
2200,300,439
2201,216,329
2202,300,434
2203,300,450
2204,300,432
2205,300,423
2206,300,467
2207,260,475
2208,300,429
2209,300,452
2210,300,435
2211,300,456
2212,300,470
2213,300,401
2214,300,425
2215,300,422
2216,300,420
2217,300,427
2218,300,451
2219,300,425
2220,300,428
2221,300,464
2222,300,429
2223,300,413
2224,260,475
2225,300,429
2226,300,434
2227,300,420
2228,300,425
2229,300,445
2230,300,412
2231,300,442
2232,300,417
2233,300,437
2234,300,444
2235,264,475
2236,300,436
2237,300,446
2238,300,407
2239,300,434
2240,262,475
2241,300,419
2242,300,444
2243,300,300
2244,216,316
2245,300,403
2246,300,432
2247,300,450
2248,300,409
2249,300,425
2250,300,425
2251,300,431
2252,300,475
2253,230,352
2254,300,425
2255,300,423
2256,300,437
2257,216,296
2258,300,444
2259,259,475
2260,300,424
2261,300,404
2262,300,444
2263,300,425
2264,300,425
2265,300,429
2266,300,424
2267,300,436
2268,300,450
2269,216,320
2270,300,444
2271,216,329
2272,300,429
2273,300,426
2274,300,429
2275,300,441
2276,300,376
2277,300,434
2278,299,475
2279,300,429
2280,300,427
2281,300,420
2282,300,422
2283,300,426
2284,300,432
2285,300,420
2286,293,475
2287,262,475
2288,274,475
2289,300,444
2290,300,422
2291,300,434
2292,300,418
2293,300,450
2294,300,450
2295,300,425
2296,300,432
2297,300,406
2298,300,429
2299,300,450
2300,300,429
2301,300,435
2302,300,424
2303,300,422
2304,258,475
2305,300,425
2306,300,438
2307,300,429
2308,271,475
2309,300,428
2310,300,433
2311,300,424
2312,300,436
2313,300,429
2314,300,445
2315,300,450
2316,216,323
2317,300,449
2318,300,434
2319,300,400
2320,300,436
2321,300,423
2322,300,429
2323,300,425
2324,300,429
2325,264,475
2326,300,424
2327,300,450
2328,300,434
2329,300,444
2330,300,430
2331,300,437
2332,300,450
2333,300,427
2334,260,475
2335,300,423
2336,300,431
2337,300,419
2338,300,422
2339,256,475
2340,216,316
2341,300,432
2342,300,425
2343,300,422
2344,300,429
2345,300,431
2346,300,450
2347,300,424
2348,300,428
2349,300,441
2350,300,438
2351,300,427
2352,300,427
2353,300,425
2354,300,441
2355,300,423
2356,300,427
2357,300,424
2358,300,429
2359,300,420
2360,300,404
2361,300,433
2362,300,438
2363,300,450
2364,300,450
2365,300,436
2366,300,436
2367,216,333
2368,260,475
2369,300,450
2370,300,425
2371,300,434
2372,300,433
2373,300,450
2374,300,434
2375,300,429
2376,300,437
2377,300,450
2378,300,428
2379,300,450
2380,300,425
2381,300,445
2382,300,427
2383,300,416
2384,300,406
2385,300,450
2386,262,475
2387,300,450
2388,300,444
2389,300,429
2390,216,316
2391,300,412
2392,258,475
2393,300,450
2394,300,433
2395,300,408
2396,300,428
2397,300,423
2398,89,141
2399,263,475
2400,300,432
2401,300,443
2402,300,400
2403,300,429
2404,300,449
2405,300,420
2406,300,419
2407,300,434
2408,300,450
2409,300,427
2410,300,424
2411,300,427
2412,300,424
2413,300,429
2414,260,475
2415,300,400
2416,300,444
2417,300,428
2418,300,450
2419,300,450
2420,300,437
2421,300,424
2422,289,475
2423,300,436
2424,294,475
2425,300,450
2426,300,424
2427,300,405
2428,300,425
2429,300,425
2430,268,475
2431,300,411
2432,300,433
2433,300,433
2434,198,296
2435,89,132
2436,300,405
2437,300,432
2438,257,475
2439,300,441
2440,300,428
2441,300,450
2442,300,432
2443,300,361
2444,300,423
2445,225,322
2446,300,428
2447,89,144
2448,300,432
2449,216,321
2450,300,361
2451,300,424
2452,300,432
2453,300,433
2454,216,328
2455,261,475
2456,216,292
2457,300,427
2458,300,429
2459,300,436
2460,216,324
2461,300,429
2462,300,429
2463,300,408
2464,300,420
2465,300,424
2466,300,427
2467,300,423
2468,282,475
2469,300,425
2470,300,429
2471,275,500
2472,225,345
2473,300,425
2474,300,449
2475,300,408
2476,300,425
2477,216,321
2478,300,431
2479,300,424
2480,300,408
2481,300,445
2482,300,467
2483,300,423
2484,259,475
2485,300,433
2486,300,450
2487,300,427
2488,300,417
2489,300,428
2490,300,447
2491,300,450
2492,300,429
2493,300,430
2494,300,446
2495,256,475
2496,300,443
2497,300,427
2498,300,432
2499,292,475
2500,300,428
2501,300,436
2502,300,450
2503,300,427
2504,300,420
2505,300,419
2506,216,320
2507,258,475
2508,300,429
2509,300,446
2510,300,431
2511,300,429
2512,300,434
2513,300,431
2514,300,421
2515,300,424
2516,300,427
2517,300,427
2518,265,475
2519,216,331
2520,300,421
2521,300,438
2522,258,475
2523,300,437
2524,300,425
2525,300,446
2526,300,410
2527,300,437
2528,300,424
2529,216,322
2530,200,288
2531,300,425
2532,300,432
2533,300,450
2534,300,423
2535,300,450
2536,300,450
2537,300,425
2538,216,325
2539,255,475
2540,300,420
2541,300,412
2542,287,400
2543,271,475
2544,300,444
2545,300,450
2546,200,286
2547,300,412
2548,300,414
2549,300,438
2550,300,422
2551,300,425
2552,300,457
2553,300,409
2554,300,434
2555,300,460
2556,300,444
2557,216,331
2558,216,326
2559,300,427
2560,300,427
2561,300,450
2562,235,337
2563,300,427
2564,300,409
2565,216,311
2566,300,417
2567,300,437
2568,300,450
2569,300,433
2570,300,425
2571,300,382
2572,300,423
2573,300,419
2574,300,446
2575,300,432
2576,300,449
2577,300,444
2578,300,436
2579,300,423
2580,300,428
2581,300,425
2582,300,427
2583,89,132
2584,300,444
2585,300,445
2586,300,440
2587,300,414
2588,300,431
2589,300,422
2590,300,444
2591,254,475
2592,300,444
2593,300,444
2594,265,475
2595,300,420
2596,300,425
2597,300,404
2598,260,475
2599,300,433
2600,300,444
2601,300,439
2602,300,409
2603,300,415
2604,300,397
2605,261,475
2606,300,438
2607,300,441
2608,259,475
2609,263,475
2610,300,409
2611,300,400
2612,300,409
2613,300,415
2614,300,450
2615,300,446
2616,300,414
2617,300,436
2618,300,446
2619,300,450
2620,300,429
2621,300,432
2622,300,413
2623,300,444
2624,300,431
2625,216,327
2626,300,450
2627,300,433
2628,300,432
2629,216,317
2630,300,424
2631,300,388
2632,300,429
2633,300,436
2634,300,431
2635,300,420
2636,300,427
2637,300,451
2638,300,433
2639,300,414
2640,300,422
2641,300,436
2642,300,442
2643,300,444
2644,300,436
2645,300,430
2646,300,436
2647,300,427
2648,300,444
2649,300,449
2650,288,475
2651,300,424
2652,300,427
2653,271,475
2654,300,441
2655,255,475
2656,300,432
2657,300,429
2658,300,424
2659,300,432
2660,300,431
2661,300,447
2662,300,444
2663,300,450
2664,300,419
2665,300,444
2666,300,433
2667,300,424
2668,300,411
2669,300,420
2670,144,225
2671,300,436
2672,271,475
2673,300,431
2674,300,448
2675,300,446
2676,300,429
2677,300,436
2678,300,434
2679,300,424
2680,300,426
2681,216,318
2682,300,425
2683,263,475
2684,300,444
2685,300,412
2686,300,445
2687,300,352
2688,300,408
2689,300,423
2690,300,432
2691,300,429
2692,216,334
2693,300,422
2694,300,472
2695,300,423
2696,300,409
2697,300,428
2698,300,404
2699,300,427
2700,300,446
2701,300,446
2702,300,424
2703,300,444
2704,300,424
2705,300,438
2706,300,440
2707,300,424
2708,300,385
2709,300,443
2710,300,428
2711,300,427
2712,300,456
2713,300,424
2714,300,449
2715,300,409
2716,300,403
2717,300,426
2718,300,419
2719,300,405
2720,300,460
2721,300,441
2722,300,445
2723,296,475
2724,300,419
2725,300,425
2726,300,425
2727,300,441
2728,300,427
2729,216,332
2730,300,418
2731,300,428
2732,300,424
2733,300,418
2734,300,428
2735,300,440
2736,300,425
2737,300,430
2738,300,444
2739,300,446
2740,300,427
2741,300,433
2742,300,432
2743,300,454
2744,216,322
2745,300,414
2746,294,475
2747,300,427
2748,300,446
2749,300,436
2750,144,225
2751,300,439
2752,300,426
2753,300,435
2754,300,431
2755,300,434
2756,300,453
2757,300,427
2758,300,429
2759,281,400
2760,300,420
2761,216,323
2762,300,470
2763,300,445
2764,300,431
2765,300,422
2766,300,289
2767,300,425
2768,265,475
2769,300,450
2770,300,443
2771,300,427
2772,216,333
2773,300,412
2774,300,432
2775,300,429
2776,300,427
2777,300,414
2778,300,300
2779,216,325
2780,300,427
2781,300,432
2782,300,446
2783,300,448
2784,300,439
2785,300,461
2786,300,424
2787,300,423
2788,300,444
2789,300,417
2790,300,431
2791,300,431
2792,300,436
2793,300,405
2794,300,428
2795,300,429
2796,300,432
2797,300,422
2798,216,319
2799,300,433
2800,300,423
2801,300,433
2802,300,418
2803,300,411
2804,300,429
2805,300,422
2806,300,440
2807,216,326
2808,300,433
2809,300,427
2810,300,429
2811,300,338
2812,300,453
2813,300,432
2814,300,423
2815,300,431
2816,300,448
2817,300,425
2818,300,420
2819,300,425
2820,259,475
2821,300,452
2822,300,444
2823,300,425
2824,300,431
2825,300,425
2826,300,446
2827,300,409
2828,300,431
2829,300,437
2830,300,424
2831,300,361
2832,300,429
2833,300,450
2834,263,475
2835,300,425
2836,300,429
2837,300,424
2838,300,429
2839,300,406
2840,300,423
2841,89,153
2842,300,429
2843,300,415
2844,300,429
2845,300,437
2846,264,475
2847,300,450
2848,300,429
2849,262,475
2850,300,431
2851,262,475
2852,300,444
2853,300,431
2854,288,400
2855,300,439
2856,300,424
2857,216,326
2858,282,500
2859,300,444
2860,300,418
2861,300,425
2862,300,444
2863,300,450
2864,263,475
2865,300,400
2866,300,423
2867,300,408
2868,263,475
2869,300,445
2870,300,428
2871,300,427
2872,300,414
2873,300,427
2874,300,449
2875,300,448
2876,300,414
2877,300,423
2878,300,436
2879,300,422
2880,300,450
2881,300,427
2882,300,440
2883,300,431
2884,300,429
2885,300,426
2886,300,409
2887,300,448
2888,300,389
2889,300,425
2890,216,323
2891,250,370
2892,300,404
2893,300,427
2894,276,400
2895,300,384
2896,300,434
2897,300,446
2898,300,428
2899,300,431
2900,300,425
2901,300,404
2902,300,438
2903,254,475
2904,300,404
2905,300,424
2906,300,450
2907,300,425
2908,300,424
2909,300,427
2910,300,418
2911,300,433
2912,300,407
2913,300,436
2914,300,429
2915,262,475
2916,300,434
2917,300,427
2918,300,450
2919,300,431
2920,300,429
2921,264,475
2922,300,428
2923,300,445
2924,300,433
2925,150,223
2926,300,446
2927,300,440
2928,300,429
2929,300,446
2930,230,345
2931,300,427
2932,300,420
2933,300,444
2934,300,450
2935,300,427
2936,300,454
2937,300,448
2938,300,431
2939,300,424
2940,300,424
2941,300,424
2942,300,448
2943,300,450
2944,300,418
2945,300,423
2946,300,429
2947,300,424
2948,300,439
2949,300,444
2950,300,420
2951,269,475
2952,300,450
2953,300,415
2954,300,420
2955,298,475
2956,300,425
2957,300,450
2958,300,429
2959,300,431
2960,282,500
2961,300,415
2962,300,424
2963,300,427
2964,300,434
2965,300,424
2966,300,446
2967,300,425
2968,300,432
2969,300,450
2970,300,431
2971,300,426
2972,300,446
2973,300,422
2974,300,454
2975,296,432
2976,300,451
2977,300,450
2978,300,424
2979,300,420
2980,300,457
2981,300,384
2982,300,448
2983,300,423
2984,144,222
2985,300,408
2986,300,428
2987,300,444
2988,300,432
2989,300,417
2990,300,411
2991,300,424
2992,300,427
2993,300,424
2994,300,411
2995,300,444
2996,300,450
2997,300,431
2998,300,424
2999,300,450
3000,300,385
3001,300,420
3002,300,411
3003,264,372
3004,300,350
3005,300,444
3006,277,475
3007,291,431
3008,300,425
3009,300,420
3010,300,432
3011,300,464
3012,300,446
3013,300,413
3014,300,425
3015,300,445
3016,216,281
3017,300,445
3018,300,416
3019,300,395
3020,300,400
3021,300,409
3022,300,403
3023,300,450
3024,300,438
3025,300,447
3026,300,448
3027,235,337
3028,300,464
3029,300,455
3030,300,429
3031,268,475
3032,300,425
3033,300,424
3034,300,433
3035,300,400
3036,219,324
3037,300,473
3038,300,425
3039,290,475
3040,300,431
3041,260,400
3042,300,429
3043,300,450
3044,300,448
3045,300,384
3046,300,436
3047,279,475
3048,300,444
3049,300,444
3050,300,432
3051,300,447
3052,225,345
3053,300,423
3054,300,436
3055,300,430
3056,216,309
3057,300,422
3058,216,287
3059,300,439
3060,295,475
3061,300,432
3062,300,448
3063,300,444
3064,300,446
3065,300,442
3066,300,427
3067,300,418
3068,300,425
3069,300,450
3070,300,431
3071,300,420
3072,300,433
3073,300,420
3074,300,424
3075,300,429
3076,300,436
3077,300,441
3078,300,427
3079,300,420
3080,300,445
3081,300,427
3082,300,444
3083,300,443
3084,300,436
3085,300,449
3086,300,444
3087,300,424
3088,300,434
3089,300,426
3090,300,427
3091,300,424
3092,300,444
3093,300,423
3094,300,441
3095,300,423
3096,300,437
3097,300,403
3098,300,428
3099,300,437
3100,300,450
3101,216,311
3102,300,433
3103,300,447
3104,300,427
3105,300,444
3106,300,446
3107,300,436
3108,259,475
3109,300,443
3110,300,422
3111,300,449
3112,300,424
3113,300,427
3114,300,450
3115,290,475
3116,261,475
3117,300,426
3118,300,444
3119,300,428
3120,300,428
3121,300,423
3122,300,403
3123,300,427
3124,300,432
3125,300,409
3126,300,432
3127,300,467
3128,147,225
3129,300,448
3130,300,444
3131,300,438
3132,300,433
3133,216,326
3134,292,475
3135,300,432
3136,300,434
3137,300,406
3138,300,436
3139,283,216
3140,300,444
3141,300,446
3142,300,409
3143,300,411
3144,300,440
3145,300,431
3146,300,427
3147,300,450
3148,300,427
3149,300,450
3150,300,424
3151,300,446
3152,300,455
3153,300,408
3154,300,445
3155,216,328
3156,300,424
3157,225,342
3158,300,436
3159,300,433
3160,300,429
3161,300,443
3162,300,424
3163,269,475
3164,300,425
3165,300,444
3166,300,429
3167,300,425
3168,300,370
3169,300,444
3170,258,475
3171,300,434
3172,300,441
3173,300,467
3174,300,431
3175,300,441
3176,300,439
3177,300,413
3178,300,443
3179,300,437
3180,300,445
3181,300,427
3182,300,409
3183,230,356
3184,300,424
3185,300,429
3186,300,429
3187,300,428
3188,300,429
3189,300,429
3190,300,432
3191,300,423
3192,300,408
3193,300,425
3194,300,424
3195,300,446
3196,300,425
3197,300,444
3198,300,420
3199,300,424
3200,266,394
3201,226,333
3202,175,250
3203,300,448
3204,300,422
3205,216,327
3206,300,428
3207,300,445
3208,300,429
3209,300,433
3210,300,415
3211,300,445
3212,300,440
3213,300,445
3214,300,421
3215,300,425
3216,300,423
3217,300,433
3218,300,442
3219,300,420
3220,300,428
3221,300,444
3222,300,453
3223,300,429
3224,300,424
3225,300,427
3226,300,428
3227,300,429
3228,216,317
3229,278,500
3230,110,160
3231,300,422
3232,300,433
3233,278,475
3234,216,332
3235,300,431
3236,300,424
3237,300,417
3238,300,424
3239,300,425
3240,300,402
3241,300,450
3242,300,424
3243,216,322
3244,300,424
3245,250,378
3246,300,424
3247,300,433
3248,300,417
3249,300,428
3250,300,407
3251,261,475
3252,276,400
3253,300,453
3254,216,321
3255,300,427
3256,300,400
3257,300,444
3258,300,431
3259,216,325
3260,300,451
3261,300,417
3262,300,453
3263,300,444
3264,296,475
3265,300,422
3266,300,434
3267,300,448
3268,300,427
3269,300,424
3270,300,425
3271,300,425
3272,300,419
3273,300,433
3274,300,406
3275,300,408
3276,300,419
3277,300,405
3278,300,444
3279,300,448
3280,266,395
3281,300,451
3282,295,475
3283,216,316
3284,300,448
3285,227,320
3286,300,443
3287,300,425
3288,300,446
3289,300,425
3290,300,445
3291,300,427
3292,300,445
3293,300,439
3294,300,443
3295,216,331
3296,300,429
3297,300,444
3298,300,424
3299,300,420
3300,300,420
3301,300,451
3302,216,323
3303,255,475
3304,300,427
3305,300,433
3306,300,444
3307,300,444
3308,300,434
3309,300,441
3310,300,435
3311,300,434
3312,300,424
3313,300,446
3314,300,422
3315,300,440
3316,300,444
3317,216,293
3318,300,425
3319,300,423
3320,216,331
3321,269,475
3322,300,425
3323,216,324
3324,300,438
3325,300,458
3326,300,437
3327,300,440
3328,300,444
3329,300,437
3330,300,338
3331,300,426
3332,300,420
3333,300,411
3334,300,430
3335,300,430
3336,300,423
3337,300,445
3338,216,290
3339,300,426
3340,300,426
3341,300,442
3342,300,432
3343,300,445
3344,300,428
3345,300,433
3346,300,407
3347,300,440
3348,300,452
3349,300,445
3350,300,423
3351,300,453
3352,300,443
3353,300,428
3354,250,371
3355,300,420
3356,300,443
3357,300,424
3358,300,444
3359,300,425
3360,300,434
3361,300,411
3362,225,350
3363,216,288
3364,300,431
3365,216,335
3366,300,424
3367,300,431
3368,300,454
3369,300,444
3370,300,453
3371,300,431
3372,300,430
3373,300,425
3374,300,427
3375,300,450
3376,300,408
3377,300,408
3378,262,475
3379,300,445
3380,300,420
3381,300,442
3382,300,460
3383,216,335
3384,300,431
3385,250,370
3386,300,432
3387,300,444
3388,300,441
3389,300,443
3390,300,425
3391,300,425
3392,300,453
3393,300,424
3394,300,468
3395,300,447
3396,300,423
3397,263,475
3398,300,444
3399,300,425
3400,300,428
3401,300,436
3402,300,445
3403,262,475
3404,300,450
3405,300,441
3406,300,425
3407,300,425
3408,300,453
3409,300,424
3410,300,437
3411,300,443
3412,300,434
3413,300,444
3414,300,453
3415,300,434
3416,300,451
3417,300,423
3418,300,450
3419,259,475
3420,300,438
3421,300,453
3422,300,441
3423,300,423
3424,300,420
3425,300,415
3426,300,446
3427,300,440
3428,300,400
3429,300,444
3430,300,452
3431,300,432
3432,300,444
3433,300,425
3434,216,333
3435,300,430
3436,300,428
3437,300,429
3438,300,434
3439,300,444
3440,216,312
3441,300,445
3442,300,444
3443,300,445
3444,300,432
3445,300,438
3446,300,425
3447,300,445
3448,300,432
3449,300,427
3450,250,475
3451,300,436
3452,225,337
3453,300,417
3454,300,440
3455,300,432
3456,300,425
3457,300,447
3458,300,435
3459,300,434
3460,259,475
3461,300,420
3462,300,429
3463,300,425
3464,300,424
3465,216,286
3466,300,455
3467,300,449
3468,216,330
3469,300,445
3470,300,425
3471,300,419
3472,300,408
3473,300,444
3474,300,433
3475,300,444
3476,300,429
3477,300,436
3478,216,320
3479,300,446
3480,300,436
3481,216,327
3482,300,445
3483,300,419
3484,300,424
3485,300,436
3486,300,441
3487,300,444
3488,300,448
3489,300,453
3490,300,425
3491,300,420
3492,300,444
3493,300,429
3494,300,453
3495,300,439
3496,300,453
3497,300,444
3498,300,434
3499,300,424
3500,300,445
3501,300,447
3502,300,444
3503,263,475
3504,300,429
3505,300,444
3506,300,420
3507,300,423
3508,300,429
3509,300,443
3510,89,140
3511,300,429
3512,300,429
3513,300,427
3514,300,425
3515,300,437
3516,300,443
3517,300,450
3518,300,300
3519,300,453
3520,300,433
3521,300,405
3522,300,427
3523,300,431
3524,216,325
3525,300,425
3526,300,441
3527,300,453
3528,300,445
3529,300,445
3530,300,441
3531,300,430
3532,300,432
3533,293,216
3534,240,337
3535,300,385
3536,300,431
3537,300,444
3538,300,450
3539,300,419
3540,300,427
3541,300,425
3542,300,427
3543,300,428
3544,300,445
3545,216,316
3546,300,431
3547,300,428
3548,300,425
3549,300,385
3550,300,440
3551,300,444
3552,281,475
3553,300,446
3554,216,317
3555,300,470
3556,300,425
3557,300,487
3558,300,443
3559,300,445
3560,300,424
3561,300,382
3562,216,334
3563,216,319
3564,300,444
3565,300,424
3566,300,447
3567,300,442
3568,300,445
3569,300,391
3570,300,400
3571,300,440
3572,300,445
3573,300,427
3574,300,408
3575,300,424
3576,300,429
3577,300,425
3578,300,465
3579,300,445
3580,300,428
3581,300,444
3582,300,429
3583,216,317
3584,283,475
3585,300,445
3586,300,415
3587,300,429
3588,300,438
3589,300,423
3590,262,475
3591,300,438
3592,300,429
3593,300,407
3594,216,329
3595,300,422
3596,300,400
3597,300,423
3598,300,428
3599,300,453
3600,300,422
3601,300,437
3602,216,323
3603,300,443
3604,300,441
3605,300,435
3606,300,422
3607,300,441
3608,300,453
3609,300,429
3610,300,437
3611,300,423
3612,300,401
3613,216,330
3614,300,428
3615,300,437
3616,300,445
3617,300,427
3618,300,424
3619,300,415
3620,300,446
3621,300,441
3622,300,413
3623,300,438
3624,216,320
3625,216,320
3626,300,429
3627,300,445
3628,216,275
3629,300,443
3630,200,283
3631,216,324
3632,300,429
3633,300,424
3634,300,446
3635,300,422
3636,300,428
3637,300,447
3638,300,434
3639,300,431
3640,300,444
3641,300,445
3642,216,316
3643,300,405
3644,300,424
3645,300,434
3646,300,431
3647,300,428
3648,300,429
3649,300,420
3650,300,431
3651,300,428
3652,300,435
3653,300,453
3654,300,450
3655,300,427
3656,300,418
3657,216,333
3658,216,313
3659,300,426
3660,300,450
3661,300,408
3662,300,440
3663,300,445
3664,300,434
3665,300,428
3666,300,443
3667,300,453
3668,300,425
3669,300,424
3670,300,501
3671,300,428
3672,300,436
3673,300,475
3674,134,193
3675,300,427
3676,300,432
3677,89,136
3678,300,428
3679,289,428
3680,300,467
3681,300,432
3682,300,445
3683,300,453
3684,264,475
3685,300,422
3686,216,327
3687,300,463
3688,300,425
3689,300,450
3690,300,420
3691,300,424
3692,300,445
3693,300,424
3694,300,419
3695,216,317
3696,300,441
3697,300,450
3698,300,443
3699,300,445
3700,300,447
3701,300,422
3702,300,425
3703,300,443
3704,300,437
3705,261,475
3706,300,429
3707,300,444
3708,300,463
3709,300,423
3710,300,432
3711,300,446
3712,300,437
3713,300,446
3714,300,431
3715,300,433
3716,300,441
3717,300,431
3718,300,425
3719,300,425
3720,300,425
3721,300,425
3722,300,436
3723,300,453
3724,300,436
3725,300,424
3726,300,437
3727,300,444
3728,300,431
3729,300,444
3730,300,438
3731,300,445
3732,300,441
3733,300,424
3734,300,425
3735,300,445
3736,300,425
3737,300,444
3738,300,408
3739,300,445
3740,300,422
3741,300,447
3742,300,455
3743,300,451
3744,300,425
3745,300,424
3746,300,429
3747,216,323
3748,300,432
3749,300,445
3750,274,475
3751,300,434
3752,300,424
3753,300,450
3754,300,450
3755,300,445
3756,300,431
3757,300,428
3758,300,425
3759,300,427
3760,300,434
3761,300,426
3762,300,440
3763,300,445
3764,300,404
3765,300,432
3766,300,444
3767,300,424
3768,300,450
3769,300,443
3770,300,475
3771,300,445
3772,300,424
3773,300,460
3774,270,400
3775,300,424
3776,300,444
3777,300,436
3778,300,444
3779,300,427
3780,300,431
3781,300,425
3782,300,443
3783,300,424
3784,300,444
3785,300,447
3786,300,450
3787,286,475
3788,300,444
3789,300,445
3790,300,415
3791,300,437
3792,300,445
3793,300,444
3794,300,444
3795,300,468
3796,300,445
3797,300,445
3798,300,441
3799,300,445
3800,300,400
3801,300,424
3802,300,434
3803,300,444
3804,300,444
3805,300,446
3806,300,425
3807,300,445
3808,89,132
3809,300,380
3810,300,445
3811,300,444
3812,300,444
3813,300,425
3814,300,443
3815,300,424
3816,300,432
3817,300,444
3818,300,429
3819,300,426
3820,300,434
3821,300,445
3822,216,332
3823,300,443
3824,300,444
3825,300,424
3826,300,444
3827,300,425
3828,300,440
3829,250,373
3830,300,448
3831,300,446
3832,300,450
3833,300,400
3834,300,434
3835,300,424
3836,300,457
3837,216,311
3838,300,424
3839,300,444
3840,216,322
3841,300,470
3842,300,444
3843,300,457
3844,300,434
3845,200,295
3846,300,445
3847,300,433
3848,300,417
3849,300,445
3850,300,448
3851,300,446
3852,300,424
3853,216,317
3854,300,450
3855,300,446
3856,300,445
3857,300,446
3858,300,424
3859,300,417
3860,300,413
3861,300,431
3862,300,441
3863,300,428
3864,300,452
3865,300,400
3866,300,437
3867,300,445
3868,300,445
3869,300,424
3870,300,425
3871,300,427
3872,300,445
3873,300,443
3874,300,453
3875,300,421
3876,216,344
3877,300,445
3878,300,428
3879,300,445
3880,200,289
3881,300,445
3882,300,434
3883,268,475
3884,300,469
3885,300,450
3886,300,436
3887,300,424
3888,300,430
3889,300,377
3890,300,425
3891,300,446
3892,288,426
3893,300,427
3894,264,475
3895,300,409
3896,250,372
3897,216,310
3898,300,402
3899,300,434
3900,300,445
3901,300,445
3902,300,447
3903,300,434
3904,300,442
3905,300,431
3906,300,431
3907,300,424
3908,300,508
3909,300,429
3910,300,444
3911,300,441
3912,300,440
3913,300,431
3914,300,444
3915,300,443
3916,300,433
3917,300,433
3918,300,375
3919,300,444
3920,216,320
3921,300,436
3922,300,445
3923,300,423
3924,300,449
3925,300,444
3926,300,449
3927,300,450
3928,267,375
3929,300,447
3930,300,422
3931,300,390
3932,300,427
3933,300,444
3934,300,450
3935,300,428
3936,300,444
3937,300,424
3938,300,445
3939,259,475
3940,300,395
3941,300,445
3942,300,444
3943,300,445
3944,300,444
3945,300,444
3946,300,424
3947,300,445
3948,300,446
3949,284,216
3950,300,450
3951,260,475
3952,300,444
3953,300,431
3954,300,404
3955,300,445
3956,300,433
3957,300,443
3958,300,444
3959,300,432
3960,300,429
3961,300,193
3962,300,429
3963,300,445
3964,300,225
3965,300,445
3966,300,447
3967,300,445
3968,300,450
3969,300,450
3970,300,443
3971,300,438
3972,300,427
3973,300,444
3974,300,432
3975,300,444
3976,300,424
3977,300,344
3978,300,447
3979,250,390
3980,300,440
3981,300,442
3982,300,445
3983,300,447
3984,300,445
3985,300,444
3986,300,444
3987,300,447
3988,300,445
3989,300,456
3990,300,437
3991,300,426
3992,300,420
3993,300,450
3994,300,443
3995,300,447
3996,300,450
3997,300,447
3998,300,383
3999,134,199
4000,300,429
4001,300,410
4002,300,421
4003,300,443
4004,300,447
4005,300,424
4006,300,440
4007,300,420
4008,300,432
4009,300,423
4010,300,432
4011,300,466
4012,300,444
4013,300,450
4014,300,445
4015,300,425
4016,300,424
4017,300,425
4018,300,432
4019,300,429
4020,300,427
4021,300,423
4022,300,432
4023,300,445
4024,300,424
4025,216,318
4026,300,450
4027,300,444
4028,300,439
4029,300,450
4030,300,447
4031,300,437
4032,300,433
4033,300,445
4034,300,445
4035,300,445
4036,300,446
4037,300,442
4038,300,383
4039,300,441
4040,265,475
4041,300,449
4042,300,458
4043,300,435
4044,300,423
4045,300,446
4046,300,447
4047,300,445
4048,300,221
4049,300,443
4050,300,447
4051,300,447
4052,300,448
4053,300,444
4054,300,444
4055,300,440
4056,300,450
4057,300,444
4058,300,445
4059,300,444
4060,300,447
4061,300,431
4062,300,444
4063,300,409
4064,300,484
4065,300,444
4066,300,432
4067,300,450
4068,275,500
4069,300,450
4070,300,300
4071,300,440
4072,300,445
4073,300,444
4074,300,475
4075,300,450
4076,300,445
4077,300,444
4078,300,437
4079,300,444
4080,300,445
4081,300,445
4082,300,443
4083,216,313
4084,300,435
4085,300,434
4086,300,425
4087,216,320
4088,300,444
4089,300,444
4090,300,477
4091,300,425
4092,300,433
4093,216,321
4094,300,442
4095,300,444
4096,300,437
4097,300,438
4098,300,443
4099,300,444
4100,216,332
4101,300,442
4102,300,445
4103,300,447
4104,300,445
4105,300,434
4106,300,445
4107,300,442
4108,300,445
4109,300,445
4110,300,434
4111,216,321
4112,300,446
4113,300,441
4114,300,446
4115,300,449
4116,300,445
4117,300,445
4118,175,224
4119,300,444
4120,216,320
4121,300,444
4122,300,450
4123,300,436
4124,300,445
4125,300,400
4126,300,438
4127,300,424
4128,300,338
4129,300,444
4130,300,444
4131,300,453
4132,300,446
4133,300,445
4134,300,444
4135,300,385
4136,300,424
