,width,height
4137,300,424
4138,300,452
4139,300,469
4140,300,445
4141,216,320
4142,216,321
4143,300,458
4144,300,444
4145,300,439
4146,300,445
4147,300,425
4148,300,445
4149,300,445
4150,255,475
4151,289,434
4152,300,420
4153,300,400
4154,300,444
4155,300,444
4156,300,445
4157,300,444
4158,300,442
4159,300,447
4160,300,447
4161,300,433
4162,300,450
4163,300,427
4164,300,444
4165,300,450
4166,300,445
4167,300,444
4168,300,445
4169,300,444
4170,216,325
4171,271,475
4172,300,450
4173,300,436
4174,300,445
4175,300,444
4176,300,446
4177,300,425
4178,300,445
4179,300,446
4180,300,463
4181,300,459
4182,300,455
4183,300,450
4184,300,445
4185,300,445
4186,300,444
4187,300,423
4188,300,447
4189,300,429
4190,300,444
4191,300,450
4192,300,445
4193,300,444
4194,300,445
4195,285,475
4196,300,401
4197,300,436
4198,300,444
4199,300,384
4200,300,433
4201,300,467
4202,300,443
4203,300,446
4204,216,323
4205,300,444
4206,300,426
4207,300,443
4208,300,438
4209,300,444
4210,300,450
4211,300,425
4212,300,447
4213,300,445
4214,300,446
4215,300,429
4216,300,442
4217,300,443
4218,300,444
4219,300,450
4220,300,448
4221,300,443
4222,300,225
4223,300,448
4224,300,444
4225,300,435
4226,300,447
4227,300,446
4228,300,445
4229,300,388
4230,300,463
4231,300,445
4232,300,443
4233,300,422
4234,300,425
4235,300,444
4236,216,367
4237,300,413
4238,300,445
4239,300,447
4240,300,436
4241,300,447
4242,300,444
4243,300,443
4244,300,449
4245,300,445
4246,300,441
4247,300,444
4248,300,445
4249,300,445
4250,300,447
4251,300,442
4252,300,431
4253,190,284
4254,216,321
4255,300,442
4256,300,450
4257,300,443
4258,300,443
4259,300,443
4260,300,425
4261,300,445
4262,300,448
4263,300,439
4264,300,444
4265,300,434
4266,300,424
4267,300,444
4268,300,446
4269,261,475
4270,300,438
4271,300,445
4272,300,445
4273,300,429
4274,300,444
4275,223,300
4276,300,442
4277,300,445
4278,300,442
4279,300,444
4280,300,445
4281,300,436
4282,300,443
4283,300,448
4284,300,447
4285,216,321
4286,300,447
4287,300,437
4288,300,439
4289,300,445
4290,300,445
4291,282,400
4292,300,444
4293,300,445
4294,300,464
4295,300,446
4296,300,444
4297,300,445
4298,300,298
4299,300,425
4300,300,445
4301,300,447
4302,300,447
4303,300,492
4304,300,443
4305,300,443
4306,300,425
4307,261,475
4308,300,400
4309,300,444
4310,300,300
4311,300,425
4312,300,394
4313,300,436
4314,300,425
4315,300,433
4316,300,444
4317,300,444
4318,300,423
4319,300,413
4320,300,471
4321,300,425
4322,300,443
4323,300,445
4324,300,444
4325,300,420
4326,300,425
4327,300,450
4328,300,446
4329,300,444
4330,300,444
4331,300,444
4332,300,444
4333,300,444
4334,134,199
4335,300,427
4336,300,444
4337,300,430
4338,300,449
4339,300,445
4340,300,445
4341,300,419
4342,300,445
4343,300,445
4344,300,463
4345,300,445
4346,300,443
4347,300,425
4348,300,446
4349,300,441
4350,300,441
4351,263,475
4352,300,448
4353,300,445
4354,300,467
4355,300,442
4356,300,445
4357,300,445
4358,300,420
4359,300,444
4360,300,445
4361,216,320
4362,300,445
4363,300,433
4364,300,445
4365,300,444
4366,300,444
4367,300,446
4368,300,445
4369,300,427
4370,300,444
4371,300,425
4372,300,444
4373,300,444
4374,300,445
4375,300,437
4376,300,431
4377,300,450
4378,300,443
4379,300,446
4380,300,429
4381,300,445
4382,300,444
4383,300,416
4384,300,426
4385,300,445
4386,300,444
4387,300,445
4388,300,443
4389,300,466
4390,300,429
4391,300,444
4392,300,468
4393,300,445
4394,300,444
4395,300,447
4396,300,448
4397,300,454
4398,300,443
4399,101,150
4400,300,431
4401,300,407
4402,300,449
4403,300,439
4404,300,445
4405,300,429
4406,300,384
4407,300,459
4408,283,400
4409,300,442
4410,300,446
4411,300,407
4412,300,469
4413,300,447
4414,216,321
4415,300,444
4416,300,418
4417,300,444
4418,300,425
4419,300,456
4420,300,445
4421,300,445
4422,300,441
4423,300,446
4424,300,400
4425,300,444
4426,300,444
4427,300,445
4428,300,443
4429,300,483
4430,300,445
4431,300,445
4432,300,475
4433,300,444
4434,300,422
4435,300,423
4436,300,446
4437,300,444
4438,300,445
4439,180,255
4440,300,375
4441,300,388
4442,300,369
4443,300,445
4444,300,449
4445,300,438
4446,200,300
4447,292,425
4448,216,324
4449,300,446
4450,300,443
4451,183,272
4452,300,444
4453,300,444
4454,300,450
4455,250,369
4456,300,445
4457,300,431
4458,300,425
4459,133,197
4460,300,410
4461,300,426
4462,300,444
4463,300,445
4464,287,425
4465,300,450
4466,300,442
4467,300,445
4468,216,317
4469,300,445
4470,300,444
4471,300,450
4472,300,475
4473,300,425
4474,300,444
4475,300,444
4476,300,448
4477,180,272
4478,300,446
4479,300,420
4480,300,393
4481,300,444
4482,300,425
4483,300,445
4484,300,445
4485,182,268
4486,300,445
4487,300,446
4488,300,420
4489,300,440
4490,300,444
4491,300,420
4492,300,385
4493,300,446
4494,300,440
4495,300,444
4496,270,400
4497,300,432
4498,300,429
4499,300,427
4500,300,439
4501,300,446
4502,300,407
4503,300,300
4504,300,444
4505,300,448
4506,300,445
4507,300,443
4508,300,436
4509,300,448
4510,300,443
4511,300,453
4512,300,444
4513,300,426
4514,300,421
4515,300,456
4516,300,463
4517,300,431
4518,300,423
4519,300,418
4520,300,445
4521,300,414
4522,284,402
4523,300,443
4524,300,466
4525,300,445
4526,300,423
4527,300,433
4528,300,435
4529,300,444
4530,300,443
4531,300,388
4532,300,443
4533,300,428
4534,300,445
4535,300,425
4536,300,435
4537,300,445
4538,300,445
4539,216,323
4540,300,443
4541,300,444
4542,117,178
4543,300,446
4544,300,444
4545,300,424
4546,300,445
4547,101,150
4548,300,444
4549,300,444
4550,300,445
4551,300,447
4552,283,216
4553,300,382
4554,300,444
4555,300,442
4556,300,445
4557,300,444
4558,182,270
4559,300,445
4560,300,433
4561,300,446
4562,300,445
4563,300,443
4564,300,444
4565,270,400
4566,203,300
4567,300,434
4568,300,437
4569,300,414
4570,300,446
4571,300,445
4572,300,445
4573,300,445
4574,300,444
4575,300,442
4576,300,445
4577,300,456
4578,300,412
4579,300,444
4580,300,431
4581,300,444
4582,300,446
4583,300,478
4584,300,450
4585,300,444
4586,300,445
4587,300,441
4588,300,444
4589,300,443
4590,300,444
4591,300,445
4592,300,446
4593,300,434
4594,300,467
4595,300,444
4596,300,444
4597,300,401
4598,300,442
4599,300,449
4600,300,444
4601,300,428
4602,300,444
4603,300,449
4604,240,357
4605,300,455
4606,300,423
4607,300,444
4608,300,450
4609,300,446
4610,300,446
4611,300,444
4612,300,466
4613,300,445
4614,300,467
4615,89,133
4616,300,444
4617,300,400
4618,300,445
4619,300,442
4620,300,445
4621,300,388
4622,300,413
4623,300,445
4624,300,450
4625,300,444
4626,300,445
4627,300,445
4628,300,420
4629,300,444
4630,300,450
4631,300,449
4632,300,443
4633,300,445
4634,300,445
4635,300,436
4636,300,445
4637,300,444
4638,300,434
4639,300,444
4640,300,426
4641,300,422
4642,300,426
4643,300,425
4644,300,421
4645,300,401
4646,300,460
4647,300,446
4648,300,445
4649,300,445
4650,300,431
4651,240,338
4652,300,423
4653,300,445
4654,300,444
4655,300,450
4656,300,445
4657,300,386
4658,300,445
4659,300,442
4660,300,443
4661,300,438
4662,300,459
4663,300,445
4664,300,432
4665,300,479
4666,300,443
4667,300,444
4668,300,444
4669,300,444
4670,300,429
4671,300,444
4672,300,445
4673,300,444
4674,300,439
4675,300,441
4676,300,386
4677,300,444
4678,300,446
4679,300,426
4680,300,443
4681,300,394
4682,300,444
4683,300,428
4684,300,445
4685,300,443
4686,300,447
4687,300,444
4688,300,420
4689,300,455
4690,216,320
4691,300,443
4692,300,445
4693,300,445
4694,300,444
4695,300,445
4696,300,448
4697,300,444
4698,300,400
4699,300,442
4700,300,475
4701,300,446
4702,205,300
4703,300,441
4704,300,417
4705,300,451
4706,288,431
4707,300,425
4708,300,444
4709,300,429
4710,300,446
4711,300,445
4712,300,445
4713,288,432
4714,300,433
4715,300,428
4716,225,322
4717,300,449
4718,300,467
4719,300,466
4720,134,193
4721,300,446
4722,300,445
4723,300,445
4724,270,400
4725,300,455
4726,300,446
4727,300,444
4728,300,444
4729,300,391
4730,300,442
4731,300,445
4732,300,445
4733,300,444
4734,300,442
4735,300,434
4736,300,444
4737,300,425
4738,300,444
4739,300,444
4740,300,429
4741,300,446
4742,300,445
4743,134,193
4744,300,446
4745,300,446
4746,300,444
4747,300,444
4748,300,425
4749,300,445
4750,300,441
4751,300,442
4752,300,443
4753,300,444
4754,300,443
4755,300,445
4756,250,356
4757,300,444
4758,300,444
4759,300,443
4760,300,424
4761,300,436
4762,300,445
4763,300,444
4764,300,423
4765,300,445
4766,300,445
4767,300,433
4768,300,450
4769,300,424
4770,300,444
4771,300,444
4772,300,444
4773,300,444
4774,300,444
4775,300,445
4776,300,450
4777,300,444
4778,270,400
4779,300,425
4780,300,445
4781,300,444
4782,300,442
4783,300,444
4784,300,445
4785,300,447
4786,300,427
4787,300,442
4788,300,444
4789,300,444
4790,300,443
4791,300,446
4792,300,446
4793,300,450
4794,300,440
4795,300,444
4796,203,300
4797,300,450
4798,300,444
4799,300,445
4800,300,445
4801,300,425
4802,300,445
4803,150,211
4804,300,447
4805,300,430
4806,300,444
4807,200,296
4808,300,444
4809,300,444
4810,300,444
4811,300,431
4812,300,463
4813,300,381
4814,300,427
4815,300,444
4816,300,431
4817,300,400
4818,300,444
4819,300,444
4820,300,445
4821,300,444
4822,300,453
4823,300,450
4824,300,444
4825,300,450
4826,300,444
4827,300,399
4828,300,447
4829,300,419
4830,300,444
4831,300,444
4832,300,450
4833,300,445
4834,300,400
4835,300,447
4836,300,444
4837,300,449
4838,300,444
4839,300,444
4840,300,184
4841,300,406
4842,300,431
4843,300,443
4844,300,454
4845,300,425
4846,300,444
4847,300,445
4848,300,444
4849,300,446
4850,300,431
4851,300,438
4852,300,445
4853,300,424
4854,300,444
4855,300,450
4856,300,432
4857,300,434
4858,300,437
4859,300,445
4860,300,448
4861,300,441
4862,300,443
4863,300,441
4864,300,445
4865,300,443
4866,300,442
4867,300,446
4868,300,444
4869,300,444
4870,300,444
4871,300,438
4872,300,443
4873,300,424
4874,300,444
4875,300,445
4876,300,447
4877,300,432
4878,150,200
4879,300,443
4880,300,434
4881,300,444
4882,300,432
4883,300,426
4884,300,441
4885,300,411
4886,300,444
4887,300,445
4888,300,434
4889,300,444
4890,300,450
4891,300,443
4892,300,445
4893,300,435
4894,300,444
4895,300,450
4896,182,284
4897,175,224
4898,300,439
4899,300,421
4900,300,375
4901,300,421
4902,300,444
4903,300,437
4904,300,444
4905,300,444
4906,300,445
4907,300,444
4908,300,444
4909,300,445
4910,300,444
4911,300,445
4912,300,445
4913,300,424
4914,300,444
4915,300,455
4916,300,444
4917,300,444
4918,300,445
4919,300,444
4920,300,444
4921,300,443
4922,300,446
4923,300,444
4924,300,445
4925,300,445
4926,300,445
4927,300,449
4928,300,444
4929,300,225
4930,300,445
4931,300,442
4932,300,446
4933,300,444
4934,300,445
4935,300,444
4936,300,444
4937,300,443
4938,300,446
4939,300,429
4940,300,445
4941,300,445
4942,300,446
4943,300,424
4944,300,421
4945,300,385
4946,300,426
4947,300,426
4948,300,442
4949,300,450
4950,300,448
4951,172,254
4952,300,445
4953,300,444
4954,300,440
4955,300,444
4956,300,426
4957,300,437
4958,300,431
4959,300,445
4960,300,470
4961,300,446
4962,300,434
4963,300,448
4964,300,446
4965,300,445
4966,300,444
4967,300,400
4968,300,459
4969,300,426
4970,300,405
4971,300,447
4972,300,332
4973,300,440
4974,300,444
4975,300,430
4976,300,445
4977,300,444
4978,300,424
4979,300,469
4980,300,444
4981,300,444
4982,300,445
4983,300,444
4984,300,444
4985,300,450
4986,300,444
4987,300,439
4988,300,444
4989,300,445
4990,300,440
4991,300,444
4992,300,444
4993,300,444
4994,300,443
4995,300,464
4996,300,425
4997,300,444
4998,300,444
4999,300,443
5000,300,439
5001,300,446
5002,300,445
5003,300,450
5004,300,435
5005,300,435
5006,300,427
5007,300,443
5008,300,445
5009,300,444
5010,300,443
5011,300,423
5012,300,444
5013,300,444
5014,300,444
5015,300,445
5016,300,442
5017,300,445
5018,300,444
5019,300,426
5020,300,444
5021,300,444
5022,300,420
5023,300,444
5024,300,446
5025,300,446
5026,300,412
5027,300,469
5028,300,450
5029,300,444
5030,300,430
5031,300,443
5032,272,400
5033,300,444
5034,300,446
5035,300,424
5036,300,169
5037,261,385
5038,300,444
5039,300,433
5040,300,414
5041,300,444
5042,300,444
5043,300,444
5044,300,444
5045,300,444
5046,300,444
5047,300,444
5048,300,423
5049,300,449
5050,300,442
5051,300,401
5052,300,375
5053,300,425
5054,300,416
5055,300,444
5056,300,426
5057,300,445
5058,300,441
5059,300,445
5060,300,443
5061,300,443
5062,300,388
5063,300,445
5064,290,431
5065,300,446
5066,300,410
5067,300,443
5068,300,442
5069,300,444
5070,300,388
5071,300,375
5072,300,444
5073,300,445
5074,300,445
5075,300,465
5076,300,424
5077,300,445
5078,300,448
5079,300,446
5080,300,424
5081,300,445
5082,300,447
5083,300,445
5084,300,444
5085,300,445
5086,300,445
5087,134,193
5088,300,450
5089,300,465
5090,300,445
5091,300,444
5092,300,450
5093,300,439
5094,260,400
5095,300,445
5096,300,444
5097,300,431
5098,250,373
5099,270,400
5100,300,448
5101,300,435
5102,300,396
5103,300,432
5104,300,400
5105,300,445
5106,300,437
5107,300,445
5108,300,417
5109,300,444
5110,300,443
5111,300,442
5112,300,421
5113,300,449
5114,300,441
5115,300,465
5116,300,444
5117,300,400
5118,300,400
5119,300,445
5120,300,469
5121,300,459
5122,300,402
5123,300,447
5124,300,387
5125,300,386
5126,300,444
5127,190,270
5128,300,435
5129,179,254
5130,300,457
5131,300,444
5132,300,445
5133,300,455
5134,300,420
5135,300,430
5136,300,435
5137,300,429
5138,300,443
5139,298,418
5140,300,417
5141,300,427
5142,300,445
5143,300,447
5144,300,439
5145,300,444
5146,300,457
5147,300,445
5148,300,443
5149,300,444
5150,300,445
5151,300,456
5152,300,459
5153,300,445
5154,300,425
5155,300,442
5156,300,443
5157,300,444
5158,300,443
5159,300,445
5160,261,385
5161,300,424
5162,300,445
5163,300,433
5164,300,446
5165,300,444
5166,300,447
5167,300,452
5168,300,444
5169,300,468
5170,300,442
5171,300,444
5172,300,442
5173,300,444
5174,300,443
5175,270,400
5176,300,419
5177,300,444
5178,300,443
5179,300,443
5180,300,434
5181,300,444
5182,300,445
5183,300,446
5184,300,467
5185,300,444
5186,300,463
5187,300,437
5188,300,421
5189,300,444
5190,300,443
5191,300,300
5192,300,400
5193,300,445
5194,300,444
5195,300,445
5196,300,437
5197,300,445
5198,300,445
5199,300,400
5200,300,445
5201,300,444
5202,300,444
5203,300,449
5204,300,445
5205,300,281
5206,300,444
5207,134,193
5208,300,446
5209,300,444
5210,300,388
5211,300,445
5212,300,445
5213,300,422
5214,300,444
5215,300,444
5216,115,160
5217,300,444
5218,300,444
5219,300,444
5220,300,444
5221,300,427
5222,300,444
5223,300,446
5224,300,444
5225,300,459
5226,300,250
5227,300,365
5228,175,224
5229,300,431
5230,300,443
5231,300,433
5232,300,444
5233,300,444
5234,300,434
5235,300,446
5236,300,445
5237,300,444
5238,300,444
5239,300,438
5240,300,442
5241,300,429
5242,300,420
5243,261,385
5244,300,471
5245,300,444
5246,300,426
5247,300,445
5248,300,446
5249,300,299
5250,300,443
5251,300,424
5252,300,444
5253,300,445
5254,300,420
5255,300,447
5256,300,445
5257,300,445
5258,300,444
5259,300,445
5260,300,444
5261,300,429
5262,300,444
5263,300,444
5264,300,462
5265,300,441
5266,300,443
5267,300,445
5268,300,445
5269,300,444
5270,300,430
5271,300,433
5272,300,441
5273,300,444
5274,300,445
5275,300,444
5276,300,446
5277,300,444
5278,300,444
5279,300,444
5280,300,444
5281,300,443
5282,300,444
5283,300,459
5284,300,389
5285,300,435
5286,300,435
5287,300,432
5288,300,444
5289,300,446
5290,300,445
5291,300,444
5292,300,449
5293,300,443
5294,300,432
5295,300,445
5296,300,443
5297,300,240
5298,300,445
5299,300,444
5300,300,445
5301,300,443
5302,300,464
5303,300,445
5304,300,467
5305,300,445
5306,300,400
5307,300,444
5308,300,445
5309,300,434
5310,300,450
5311,300,456
5312,300,444
5313,300,439
5314,300,445
5315,300,444
5316,300,431
5317,300,441
5318,300,435
5319,300,447
5320,300,233
5321,300,445
5322,300,403
5323,300,445
5324,261,385
5325,300,447
5326,300,434
5327,202,300
5328,300,444
5329,300,450
5330,300,444
5331,300,463
5332,300,444
5333,300,300
5334,300,443
5335,300,441
5336,300,413
5337,300,429
5338,300,445
5339,300,444
5340,300,441
5341,300,467
5342,300,446
5343,300,444
5344,300,447
5345,300,451
5346,300,447
5347,300,432
5348,300,444
5349,300,445
5350,300,445
5351,300,447
5352,300,432
5353,300,450
5354,300,444
5355,300,443
5356,300,419
5357,300,444
5358,300,425
5359,300,443
5360,300,445
5361,300,441
5362,284,432
5363,300,443
5364,300,467
5365,300,432
5366,300,443
5367,300,444
5368,300,451
5369,300,447
5370,300,429
5371,300,434
5372,300,425
5373,300,446
5374,300,424
5375,300,429
5376,300,445
5377,300,445
5378,300,443
5379,300,443
5380,300,444
5381,300,444
5382,300,444
5383,300,225
5384,300,429
5385,300,445
5386,300,427
5387,300,444
5388,300,424
5389,300,444
5390,300,444
5391,300,446
5392,300,427
5393,300,444
5394,300,445
5395,300,445
5396,300,388
5397,300,444
5398,300,424
5399,300,445
5400,300,445
5401,300,444
5402,300,444
5403,300,445
5404,300,445
5405,300,400
5406,300,444
5407,300,444
5408,300,444
5409,300,438
5410,172,255
5411,300,426
5412,300,444
5413,300,444
5414,300,455
5415,300,444
5416,300,433
5417,300,444
5418,300,445
5419,300,371
5420,300,437
5421,300,445
5422,300,444
5423,300,445
5424,300,453
5425,300,468
5426,300,444
5427,300,450
5428,300,445
5429,300,445
5430,300,443
5431,300,487
5432,300,419
5433,300,444
5434,300,444
5435,300,400
5436,172,254
5437,300,424
5438,300,447
5439,300,431
5440,300,444
5441,300,445
5442,300,411
5443,300,445
5444,300,445
5445,300,445
5446,300,432
5447,300,444
5448,261,385
5449,300,445
5450,300,445
5451,300,444
5452,300,450
5453,300,439
5454,300,431
5455,300,477
5456,300,438
5457,300,400
5458,300,444
5459,300,431
5460,300,425
5461,300,444
5462,300,490
5463,261,385
5464,300,429
5465,300,442
5466,300,445
5467,300,445
5468,300,443
5469,300,445
5470,300,380
5471,300,445
5472,300,444
5473,300,423
5474,300,444
5475,300,444
5476,300,444
5477,300,445
5478,300,401
5479,300,445
5480,300,445
5481,300,444
5482,300,445
5483,300,433
5484,300,442
5485,300,444
5486,300,443
5487,300,467
5488,300,445
5489,300,445
5490,300,445
5491,300,400
5492,180,265
5493,300,444
5494,300,446
5495,150,212
5496,300,435
5497,300,444
5498,300,409
5499,300,462
5500,300,398
5501,300,462
5502,300,444
5503,300,445
5504,300,445
5505,300,445
5506,300,429
5507,300,402
5508,300,445
5509,300,445
5510,300,445
5511,300,446
5512,300,445
5513,300,451
5514,300,200
5515,300,444
5516,300,400
5517,300,444
5518,300,387
5519,300,448
5520,300,444
5521,300,450
5522,300,421
5523,300,445
5524,300,444
5525,300,400
5526,300,444
5527,300,445
5528,300,444
5529,300,444
5530,300,433
5531,300,449
5532,300,420
5533,300,469
5534,300,462
5535,300,446
5536,300,480
5537,300,445
5538,300,444
5539,300,413
5540,300,444
5541,300,444
5542,300,444
5543,300,448
5544,300,427
5545,300,445
5546,300,444
5547,300,445
5548,300,445
5549,300,444
5550,300,445
5551,300,450
5552,300,435
5553,300,444
5554,300,443
5555,300,388
5556,300,442
5557,300,443
5558,300,442
5559,300,475
5560,300,423
5561,300,444
5562,300,446
5563,300,424
5564,300,444
5565,300,445
5566,300,438
5567,300,425
5568,300,445
5569,300,444
5570,300,417
5571,300,431
5572,300,424
5573,300,450
5574,300,442
5575,300,446
5576,300,410
5577,300,445
5578,300,445
5579,300,445
5580,300,444
5581,300,446
5582,300,435
5583,300,446
5584,300,433
5585,300,440
5586,300,395
5587,300,444
5588,300,444
5589,300,446
5590,300,444
5591,300,446
5592,300,424
5593,300,417
5594,300,445
5595,300,445
5596,300,445
5597,300,450
5598,300,446
5599,300,444
5600,300,443
5601,300,444
5602,300,225
5603,300,423
5604,300,445
5605,300,460
5606,300,442
5607,300,443
5608,300,446
5609,300,400
5610,300,446
5611,300,443
5612,300,444
5613,300,445
5614,300,446
5615,300,442
5616,300,445
5617,300,462
5618,300,444
5619,300,446
5620,300,446
5621,300,458
5622,300,442
5623,300,444
5624,300,411
5625,300,444
5626,300,444
5627,300,443
5628,300,461
5629,300,444
5630,300,444
5631,300,421
5632,300,447
5633,300,441
5634,300,444
5635,300,450
5636,300,446
5637,300,444
5638,300,444
5639,300,445
5640,300,444
5641,300,441
5642,300,445
5643,300,445
5644,300,398
5645,300,422
5646,300,370
5647,300,451
5648,300,450
5649,300,426
5650,300,444
5651,300,443
5652,300,443
5653,300,444
5654,300,439
5655,300,468
5656,300,423
5657,300,444
5658,300,169
5659,300,446
5660,300,445
5661,300,428
5662,300,445
5663,300,444
5664,300,424
5665,300,445
5666,287,425
5667,300,450
5668,300,442
5669,300,444
5670,300,413
5671,300,437
5672,300,445
5673,300,443
5674,300,446
5675,300,444
5676,300,445
5677,300,300
5678,300,442
5679,300,442
5680,300,455
5681,300,443
5682,300,446
5683,300,445
5684,300,444
5685,300,443
5686,300,429
5687,300,450
5688,300,444
5689,300,443
5690,300,444
5691,300,439
5692,300,446
5693,300,400
5694,300,444
5695,300,444
5696,172,250
5697,300,444
5698,300,446
5699,300,419
5700,300,423
5701,300,443
5702,300,443
5703,300,445
5704,300,443
5705,300,442
5706,300,446
5707,300,445
5708,300,432
5709,300,445
5710,300,445
5711,214,320
5712,300,444
5713,300,422
5714,300,443
5715,300,430
5716,300,446
5717,300,445
5718,300,445
5719,300,446
5720,300,445
5721,300,445
5722,300,443
5723,300,444
5724,300,449
5725,300,431
5726,300,317
5727,300,424
5728,300,445
5729,300,453
5730,300,444
5731,300,444
5732,300,447
5733,300,450
5734,300,445
5735,300,445
5736,300,426
5737,300,446
5738,300,463
5739,300,446
5740,300,444
5741,300,444
5742,300,441
5743,300,438
5744,300,399
5745,300,450
5746,300,469
5747,300,450
5748,300,428
5749,300,445
5750,300,465
5751,300,444
5752,300,444
5753,300,444
5754,300,463
5755,300,443
5756,300,375
5757,300,442
5758,300,445
5759,300,444
5760,300,489
5761,300,444
5762,300,445
5763,300,445
5764,300,442
5765,300,424
5766,300,446
5767,300,463
5768,300,445
5769,300,445
5770,300,447
5771,300,446
5772,300,375
5773,300,445
5774,300,445
5775,300,442
5776,300,411
5777,300,442
5778,300,469
5779,300,411
5780,300,445
5781,300,448
5782,300,443
5783,300,442
5784,300,445
5785,300,445
5786,300,445
5787,300,445
5788,300,410
5789,297,418
5790,300,445
5791,300,445
5792,300,439
5793,300,439
5794,300,445
5795,300,400
5796,300,443
5797,300,424
5798,300,278
5799,300,451
5800,300,444
5801,300,469
5802,300,426
5803,300,468
5804,300,455
5805,269,400
5806,300,444
5807,300,425
5808,300,444
5809,300,444
5810,300,450
5811,300,440
5812,300,400
5813,300,439
5814,300,444
5815,300,444
5816,300,444
5817,300,444
5818,300,472
5819,300,446
5820,300,443
5821,300,420
5822,300,445
5823,300,467
5824,300,444
5825,300,435
5826,300,445
5827,300,463
5828,300,468
5829,300,441
5830,300,445
5831,300,444
5832,300,463
5833,300,462
5834,300,439
5835,300,443
5836,300,444
5837,300,445
5838,300,426
5839,250,368
5840,300,444
5841,300,456
5842,300,444
5843,300,452
5844,300,444
5845,300,444
5846,300,434
5847,300,429
5848,300,444
5849,300,428
5850,300,444
5851,300,444
5852,300,444
5853,300,444
5854,300,444
5855,300,444
5856,300,444
5857,300,444
5858,300,444
5859,300,445
5860,300,445
5861,300,425
5862,300,450
5863,300,441
5864,300,446
5865,300,400
5866,300,478
5867,300,445
5868,300,429
5869,300,442
5870,300,444
5871,300,446
5872,300,442
5873,300,468
5874,300,427
5875,300,442
5876,300,445
5877,300,446
5878,300,447
5879,300,427
5880,300,441
5881,300,444
5882,300,445
5883,300,444
5884,300,446
5885,300,445
5886,261,385
5887,300,444
5888,300,444
5889,300,452
5890,300,425
5891,300,469
5892,300,456
5893,300,475
5894,300,445
5895,300,467
5896,300,446
5897,300,444
5898,300,444
5899,300,445
5900,300,437
5901,300,444
5902,300,444
5903,216,320
5904,300,445
5905,300,424
5906,300,445
5907,300,433
5908,300,444
5909,300,444
5910,300,444
5911,300,444
5912,300,441
5913,300,444
5914,300,443
5915,300,430
5916,300,464
5917,300,429
5918,300,429
5919,300,446
5920,300,444
5921,300,444
5922,300,444
5923,300,443
5924,300,445
5925,300,448
5926,300,444
5927,89,132
5928,300,417
5929,300,448
5930,300,446
5931,300,443
5932,300,434
5933,300,446
5934,300,445
5935,300,433
5936,300,445
5937,300,285
5938,300,444
5939,300,357
5940,300,428
5941,300,464
5942,300,444
5943,300,453
5944,300,444
5945,300,485
5946,300,419
5947,300,445
5948,300,442
5949,300,460
5950,300,443
5951,300,444
5952,300,443
5953,300,415
5954,300,445
5955,300,445
5956,300,445
5957,300,445
5958,300,445
5959,300,445
5960,300,445
5961,300,456
5962,300,445
5963,300,425
5964,300,435
5965,300,392
5966,300,443
5967,300,445
5968,300,448
5969,300,433
5970,300,445
5971,300,445
5972,300,446
5973,300,462
5974,300,444
5975,300,463
5976,300,444
5977,300,444
5978,300,445
5979,300,445
5980,300,446
5981,300,411
5982,300,424
5983,300,445
5984,300,445
5985,300,445
5986,300,444
5987,300,444
5988,300,444
5989,300,464
5990,300,445
5991,300,444
5992,300,462
5993,300,411
5994,300,451
5995,300,441
5996,300,462
5997,300,445
5998,261,385
5999,300,452
6000,300,413
6001,300,445
6002,300,444
6003,300,445
6004,300,445
6005,300,432
6006,300,444
6007,300,444
6008,300,444
6009,300,443
6010,300,446
6011,300,444
6012,300,444
6013,300,445
6014,300,460
6015,300,445
6016,300,444
6017,300,445
6018,300,444
6019,300,444
6020,300,446
6021,300,450
6022,300,443
6023,300,450
6024,300,445
6025,300,427
6026,300,445
6027,300,387
6028,300,434
6029,300,446
6030,300,445
6031,300,423
6032,300,453
6033,300,444
6034,300,444
6035,300,445
6036,300,445
6037,298,400
6038,300,445
6039,300,450
6040,300,445
6041,134,193
6042,300,442
6043,300,465
6044,300,444
6045,300,444
6046,300,418
6047,300,169
6048,300,431
6049,300,409
6050,300,426
6051,300,444
6052,300,444
6053,300,442
6054,300,463
6055,300,445
6056,300,444
6057,195,293
6058,300,434
6059,300,444
6060,300,444
6061,300,399
6062,300,445
6063,300,445
6064,300,435
6065,300,445
6066,300,445
6067,300,225
6068,300,444
6069,300,400
6070,300,462
6071,300,424
6072,300,454
6073,300,444
6074,300,445
6075,300,444
6076,300,500
6077,300,169
6078,300,442
6079,300,444
6080,300,435
6081,300,465
6082,300,450
6083,300,445
6084,300,445
6085,300,442
6086,300,445
6087,300,425
6088,300,440
6089,300,281
6090,300,444
6091,300,435
6092,300,443
6093,300,444
6094,300,463
6095,300,453
6096,300,444
6097,300,443
6098,300,440
6099,300,425
6100,300,442
6101,300,445
6102,300,400
6103,300,445
6104,300,448
6105,300,201
6106,300,450
6107,300,445
6108,300,446
6109,300,426
6110,300,432
6111,300,423
6112,300,444
6113,300,409
6114,300,469
6115,300,445
6116,300,445
6117,180,233
6118,300,475
6119,300,445
6120,300,445
6121,300,434
6122,300,446
6123,300,464
6124,300,444
6125,300,467
6126,300,439
6127,300,444
6128,300,502
6129,300,426
6130,300,435
6131,300,446
6132,300,445
6133,300,445
6134,300,180
6135,300,445
